post_id,data_postagem,tipo_conteudo,legenda,hashtags,curtidas,comentarios,alcance,impressoes,salvamentos,compartilhamentos,visualizacoes_video,seguidores,cliques_link,visitas_perfil,idade_media,genero_predominante,localizacao_principal
813,2025-04-21 01:38:18.086926222,video,Legenda sobre o post 813 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal813 #outrotema #marketingdigital #redessociais,2589,404,10356,20712,53,177,9867.0,17660,11,199,20,Masculino,Belo Horizonte
814,2025-04-21 01:42:58.306630850,image,Legenda sobre o post 814 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal814 #outrotema #marketingdigital #redessociais,1672,14,12540,25080,102,163,,17662,55,31,20,Masculino,Outros
815,2025-04-21 01:50:03.638934374,reels,Legenda sobre o post 815 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal815 #outrotema #marketingdigital #redessociais,3056,251,61120,61120,32,5,4646.0,17664,23,44,28,Feminino,Belo Horizonte
816,2025-04-21 15:18:52.358203173,image,Legenda sobre o post 816 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal816 #outrotema #marketingdigital #redessociais,1669,375,10848,21697,76,17,,17666,49,152,28,Masculino,Outros
817,2025-04-21 15:59:55.996716499,carousel,Legenda sobre o post 817 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal817 #outrotema #marketingdigital #redessociais,440,405,8800,8800,19,144,,17668,23,284,23,Feminino,Rio de Janeiro
818,2025-04-21 16:07:58.021782875,carousel,Legenda sobre o post 818 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal818 #outrotema #marketingdigital #redessociais,3566,13,21396,42792,19,118,,17670,38,287,31,Masculino,Porto Alegre
819,2025-04-21 21:15:31.271149158,video,Legenda sobre o post 819 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal819 #outrotema #marketingdigital #redessociais,524,346,7336,14672,34,6,8682.0,17672,57,160,19,Masculino,São Paulo
820,2025-04-21 22:56:15.462481022,reels,Legenda sobre o post 820 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal820 #outrotema #marketingdigital #redessociais,4628,29,50908,50908,90,186,3017.0,17674,52,80,41,Feminino,Rio de Janeiro
821,2025-04-21 23:33:00.178864479,reels,Legenda sobre o post 821 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal821 #outrotema #marketingdigital #redessociais,3021,212,84588,84588,41,181,7316.0,17676,79,217,34,Feminino,São Paulo
822,2025-04-22 00:15:28.178742647,image,Legenda sobre o post 822 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal822 #outrotema #marketingdigital #redessociais,4137,46,37233,74466,138,102,,17678,72,62,18,Feminino,Belo Horizonte
823,2025-04-22 06:00:49.638215303,image,Legenda sobre o post 823 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal823 #outrotema #marketingdigital #redessociais,3786,182,39753,79506,114,19,,17680,35,250,34,Feminino,Outros
824,2025-04-22 10:48:09.112129211,carousel,Legenda sobre o post 824 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal824 #outrotema #marketingdigital #redessociais,4263,371,63945,63945,61,101,,17682,7,193,38,Masculino,Belo Horizonte
825,2025-04-22 12:17:26.164503098,reels,Legenda sobre o post 825 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal825 #outrotema #marketingdigital #redessociais,4017,229,44187,88374,9,77,12293.0,17684,2,231,36,Feminino,Rio de Janeiro
826,2025-04-22 12:19:50.287850857,carousel,Legenda sobre o post 826 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal826 #outrotema #marketingdigital #redessociais,3292,409,85592,85592,53,3,,17686,62,144,29,Feminino,São Paulo
827,2025-04-22 15:21:57.182534456,video,Legenda sobre o post 827 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal827 #outrotema #marketingdigital #redessociais,2086,87,18774,18774,97,19,914.0,17688,73,86,23,Feminino,Belo Horizonte
828,2025-04-22 16:01:16.666506767,image,Legenda sobre o post 828 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal828 #outrotema #marketingdigital #redessociais,4403,206,26418,26418,128,79,,17690,16,251,33,Feminino,Outros
829,2025-04-22 16:06:03.467766047,image,Legenda sobre o post 829 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal829 #outrotema #marketingdigital #redessociais,3115,290,87220,87220,57,54,,17692,21,88,22,Masculino,São Paulo
830,2025-04-22 21:06:13.614495277,image,Legenda sobre o post 830 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal830 #outrotema #marketingdigital #redessociais,1197,185,21546,21546,58,111,,17694,48,70,27,Feminino,Belo Horizonte
831,2025-04-22 22:17:19.843344212,image,Legenda sobre o post 831 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal831 #outrotema #marketingdigital #redessociais,2459,427,30737,61475,36,134,,17696,68,142,19,Masculino,Rio de Janeiro
832,2025-04-22 22:46:35.524902581,video,Legenda sobre o post 832 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal832 #outrotema #marketingdigital #redessociais,493,478,6655,13311,116,119,4185.0,17698,19,158,36,Masculino,São Paulo
833,2025-04-23 00:52:52.582338333,image,Legenda sobre o post 833 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal833 #outrotema #marketingdigital #redessociais,2574,75,74646,74646,105,193,,17700,23,284,24,Masculino,São Paulo
834,2025-04-23 07:00:39.570312738,image,Legenda sobre o post 834 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal834 #outrotema #marketingdigital #redessociais,3678,63,106662,106662,145,27,,17702,0,232,25,Feminino,São Paulo
835,2025-04-23 08:06:41.120921612,image,Legenda sobre o post 835 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal835 #outrotema #marketingdigital #redessociais,566,348,3396,6792,36,104,,17704,21,166,39,Feminino,Rio de Janeiro
836,2025-04-23 09:04:52.540243387,reels,Legenda sobre o post 836 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal836 #outrotema #marketingdigital #redessociais,2846,334,36998,73996,41,129,1909.0,17706,78,186,21,Masculino,Belo Horizonte
837,2025-04-23 09:40:21.475055933,video,Legenda sobre o post 837 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal837 #outrotema #marketingdigital #redessociais,1868,229,18680,37360,13,158,6017.0,17708,55,259,22,Masculino,Rio de Janeiro
838,2025-04-23 10:42:56.943236113,reels,Legenda sobre o post 838 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal838 #outrotema #marketingdigital #redessociais,2332,361,23320,23320,43,30,3719.0,17710,48,10,20,Feminino,Outros
839,2025-04-23 11:12:30.854530811,image,Legenda sobre o post 839 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal839 #outrotema #marketingdigital #redessociais,2816,374,40832,81664,75,34,,17712,34,119,31,Feminino,São Paulo
840,2025-04-23 11:32:53.662968397,image,Legenda sobre o post 840 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal840 #outrotema #marketingdigital #redessociais,3050,456,9150,18300,20,98,,17714,35,99,26,Masculino,Rio de Janeiro
841,2025-04-23 14:05:03.862460375,image,Legenda sobre o post 841 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal841 #outrotema #marketingdigital #redessociais,1904,101,38080,38080,6,139,,17716,2,147,25,Feminino,Rio de Janeiro
842,2025-04-23 16:41:55.995303392,image,Legenda sobre o post 842 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal842 #outrotema #marketingdigital #redessociais,4980,212,34860,34860,124,65,,17718,2,85,27,Masculino,São Paulo
843,2025-04-23 16:48:55.214489460,image,Legenda sobre o post 843 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal843 #outrotema #marketingdigital #redessociais,702,300,2457,4914,130,107,,17720,19,211,24,Masculino,Porto Alegre
844,2025-04-23 17:20:41.740769148,reels,Legenda sobre o post 844 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal844 #outrotema #marketingdigital #redessociais,3926,217,49075,98150,31,181,1172.0,17722,55,294,19,Masculino,Rio de Janeiro
845,2025-04-23 18:22:48.924631357,image,Legenda sobre o post 845 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal845 #outrotema #marketingdigital #redessociais,4011,113,40110,40110,32,113,,17724,28,40,27,Feminino,São Paulo
846,2025-04-24 01:46:53.744358301,image,Legenda sobre o post 846 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal846 #outrotema #marketingdigital #redessociais,3171,438,45979,91959,26,174,,17726,65,32,26,Masculino,São Paulo
847,2025-04-24 03:14:32.666433573,reels,Legenda sobre o post 847 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal847 #outrotema #marketingdigital #redessociais,2069,388,45518,45518,110,162,6058.0,17728,55,248,33,Feminino,Rio de Janeiro
848,2025-04-24 07:24:05.147913694,reels,Legenda sobre o post 848 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal848 #outrotema #marketingdigital #redessociais,490,159,1470,2940,53,71,8637.0,17730,67,187,32,Feminino,Outros
849,2025-04-24 10:50:37.148096800,video,Legenda sobre o post 849 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal849 #outrotema #marketingdigital #redessociais,4652,465,23260,23260,51,125,6494.0,17732,65,163,41,Feminino,São Paulo
850,2025-04-24 10:59:56.476265430,reels,Legenda sobre o post 850 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal850 #outrotema #marketingdigital #redessociais,1966,194,41286,41286,71,162,248.0,17734,54,236,34,Masculino,Porto Alegre
851,2025-04-24 17:38:39.507148026,carousel,Legenda sobre o post 851 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal851 #outrotema #marketingdigital #redessociais,1439,85,10073,10073,122,131,,17736,32,243,37,Masculino,Rio de Janeiro
852,2025-04-24 17:55:59.221606970,image,Legenda sobre o post 852 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal852 #outrotema #marketingdigital #redessociais,1570,431,16485,32970,26,169,,17738,4,112,35,Feminino,Rio de Janeiro
853,2025-04-24 22:06:32.930026293,carousel,Legenda sobre o post 853 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal853 #outrotema #marketingdigital #redessociais,674,480,3370,6740,57,131,,17740,42,282,39,Feminino,Outros
854,2025-04-25 00:42:57.660263062,image,Legenda sobre o post 854 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal854 #outrotema #marketingdigital #redessociais,134,439,536,1072,131,176,,17742,69,176,23,Feminino,Outros
855,2025-04-25 02:09:36.001577377,image,Legenda sobre o post 855 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal855 #outrotema #marketingdigital #redessociais,4547,450,50017,100034,145,83,,17744,71,191,34,Feminino,Rio de Janeiro
856,2025-04-25 03:15:43.146651506,reels,Legenda sobre o post 856 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal856 #outrotema #marketingdigital #redessociais,1938,14,29070,29070,102,184,7514.0,17746,51,138,18,Masculino,São Paulo
857,2025-04-25 05:07:01.592014551,reels,Legenda sobre o post 857 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal857 #outrotema #marketingdigital #redessociais,2290,63,54960,54960,39,174,847.0,17748,57,263,40,Feminino,Belo Horizonte
858,2025-04-25 05:45:48.473968983,reels,Legenda sobre o post 858 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal858 #outrotema #marketingdigital #redessociais,1970,133,17730,35460,37,192,11399.0,17750,78,210,30,Feminino,São Paulo
859,2025-04-25 06:17:14.252176762,image,Legenda sobre o post 859 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal859 #outrotema #marketingdigital #redessociais,1797,317,12579,12579,132,143,,17752,23,159,22,Feminino,São Paulo
860,2025-04-25 07:57:16.517815828,reels,Legenda sobre o post 860 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal860 #outrotema #marketingdigital #redessociais,2263,28,49786,49786,88,134,6764.0,17754,54,264,19,Masculino,São Paulo
861,2025-04-25 11:14:37.660761356,image,Legenda sobre o post 861 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal861 #outrotema #marketingdigital #redessociais,4859,210,121475,121475,118,134,,17756,8,273,19,Feminino,Porto Alegre
862,2025-04-25 11:52:29.227320433,reels,Legenda sobre o post 862 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal862 #outrotema #marketingdigital #redessociais,4808,296,52888,52888,133,68,11094.0,17758,31,224,24,Feminino,Porto Alegre
863,2025-04-25 14:04:11.325407743,carousel,Legenda sobre o post 863 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal863 #outrotema #marketingdigital #redessociais,3519,436,49266,98532,144,130,,17760,13,145,26,Masculino,São Paulo
864,2025-04-25 15:17:17.815971613,image,Legenda sobre o post 864 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal864 #outrotema #marketingdigital #redessociais,2096,48,39824,39824,85,34,,17762,54,68,19,Masculino,Belo Horizonte
865,2025-04-25 16:32:29.732166290,image,Legenda sobre o post 865 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal865 #outrotema #marketingdigital #redessociais,2732,47,43712,43712,69,143,,17764,35,29,31,Masculino,Porto Alegre
866,2025-04-25 16:39:33.104509115,reels,Legenda sobre o post 866 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal866 #outrotema #marketingdigital #redessociais,1228,408,9824,19648,83,134,6728.0,17766,27,216,34,Masculino,São Paulo
867,2025-04-26 00:49:06.451355934,image,Legenda sobre o post 867 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal867 #outrotema #marketingdigital #redessociais,3829,493,42119,42119,103,74,,17768,14,31,25,Masculino,Outros
868,2025-04-26 02:09:53.100015163,image,Legenda sobre o post 868 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal868 #outrotema #marketingdigital #redessociais,94,94,282,564,53,4,,17770,12,226,34,Masculino,Belo Horizonte
869,2025-04-26 06:05:25.548845053,image,Legenda sobre o post 869 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal869 #outrotema #marketingdigital #redessociais,4911,466,46654,93309,82,76,,17772,62,177,29,Masculino,Rio de Janeiro
870,2025-04-26 06:18:07.128704071,carousel,Legenda sobre o post 870 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal870 #outrotema #marketingdigital #redessociais,1009,61,7063,7063,128,175,,17774,26,278,31,Feminino,São Paulo
871,2025-04-26 09:00:07.802986622,video,Legenda sobre o post 871 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal871 #outrotema #marketingdigital #redessociais,2335,397,8172,16345,11,136,7194.0,17776,67,253,19,Masculino,Outros
872,2025-04-26 11:42:47.837380171,video,Legenda sobre o post 872 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal872 #outrotema #marketingdigital #redessociais,2010,422,25125,50250,30,18,5305.0,17778,20,36,44,Feminino,Belo Horizonte
873,2025-04-26 12:37:17.660079002,image,Legenda sobre o post 873 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal873 #outrotema #marketingdigital #redessociais,605,156,13915,13915,27,23,,17780,75,166,20,Feminino,Porto Alegre
874,2025-04-26 14:51:23.688455105,image,Legenda sobre o post 874 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal874 #outrotema #marketingdigital #redessociais,4922,450,54142,108284,66,24,,17782,5,144,20,Masculino,São Paulo
875,2025-04-26 14:54:07.607681513,reels,Legenda sobre o post 875 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal875 #outrotema #marketingdigital #redessociais,390,489,3510,7020,95,99,6096.0,17784,44,94,38,Feminino,São Paulo
876,2025-04-26 16:32:36.574947834,carousel,Legenda sobre o post 876 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal876 #outrotema #marketingdigital #redessociais,2500,194,10000,20000,42,187,,17786,31,247,38,Masculino,Rio de Janeiro
877,2025-04-26 17:27:29.824721336,video,Legenda sobre o post 877 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal877 #outrotema #marketingdigital #redessociais,708,468,9204,9204,91,159,9266.0,17788,15,24,31,Masculino,São Paulo
878,2025-04-26 20:48:13.818248034,image,Legenda sobre o post 878 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal878 #outrotema #marketingdigital #redessociais,4097,31,65552,65552,87,176,,17790,76,173,35,Masculino,Belo Horizonte
879,2025-04-26 22:15:30.467241526,image,Legenda sobre o post 879 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal879 #outrotema #marketingdigital #redessociais,3369,210,30321,60642,103,85,,17792,50,27,23,Feminino,São Paulo
880,2025-04-27 01:50:02.075257540,image,Legenda sobre o post 880 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal880 #outrotema #marketingdigital #redessociais,594,356,2673,5346,14,157,,17794,68,69,20,Feminino,Belo Horizonte
881,2025-04-27 05:04:29.024574280,image,Legenda sobre o post 881 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal881 #outrotema #marketingdigital #redessociais,335,482,3015,3015,141,25,,17796,4,115,27,Feminino,Outros
882,2025-04-27 06:48:55.405979395,carousel,Legenda sobre o post 882 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal882 #outrotema #marketingdigital #redessociais,4932,161,17262,34524,11,142,,17798,4,259,32,Masculino,Outros
883,2025-04-27 11:19:47.359554529,image,Legenda sobre o post 883 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal883 #outrotema #marketingdigital #redessociais,2472,488,6180,12360,16,178,,17800,67,106,41,Feminino,São Paulo
884,2025-04-27 12:00:48.689412594,image,Legenda sobre o post 884 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal884 #outrotema #marketingdigital #redessociais,3801,445,39910,79821,100,109,,17802,52,67,18,Masculino,Porto Alegre
885,2025-04-27 12:02:15.128577471,image,Legenda sobre o post 885 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal885 #outrotema #marketingdigital #redessociais,191,410,4775,4775,79,61,,17804,72,86,21,Masculino,São Paulo
886,2025-04-27 15:45:01.401447773,reels,Legenda sobre o post 886 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal886 #outrotema #marketingdigital #redessociais,2743,303,35659,35659,100,72,11881.0,17806,73,276,21,Masculino,São Paulo
887,2025-04-27 18:11:06.007669449,carousel,Legenda sobre o post 887 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal887 #outrotema #marketingdigital #redessociais,1466,418,10995,21990,0,102,,17808,8,224,26,Feminino,São Paulo
888,2025-04-27 19:21:13.500261784,reels,Legenda sobre o post 888 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal888 #outrotema #marketingdigital #redessociais,1516,196,14402,28804,55,177,10096.0,17810,8,28,18,Masculino,Rio de Janeiro
889,2025-04-27 19:33:28.881078720,video,Legenda sobre o post 889 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal889 #outrotema #marketingdigital #redessociais,2980,454,86420,86420,139,20,6097.0,17812,22,241,19,Feminino,Rio de Janeiro
890,2025-04-27 21:15:22.078873396,video,Legenda sobre o post 890 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal890 #outrotema #marketingdigital #redessociais,3687,149,35026,70053,7,185,9755.0,17814,64,61,39,Feminino,São Paulo
891,2025-04-27 23:23:00.731715202,image,Legenda sobre o post 891 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal891 #outrotema #marketingdigital #redessociais,1612,74,19344,38688,9,63,,17816,36,72,24,Feminino,Belo Horizonte
892,2025-04-28 01:19:46.047946692,image,Legenda sobre o post 892 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal892 #outrotema #marketingdigital #redessociais,3279,411,21313,42627,39,79,,17818,24,81,22,Masculino,Rio de Janeiro
893,2025-04-28 05:26:34.268485546,reels,Legenda sobre o post 893 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal893 #outrotema #marketingdigital #redessociais,3104,179,37248,37248,135,67,4843.0,17820,35,113,33,Feminino,Outros
894,2025-04-28 06:02:48.426648140,video,Legenda sobre o post 894 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal894 #outrotema #marketingdigital #redessociais,2478,196,13629,27258,58,179,2577.0,17822,62,243,31,Feminino,Rio de Janeiro
895,2025-04-28 08:53:17.841609478,image,Legenda sobre o post 895 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal895 #outrotema #marketingdigital #redessociais,3198,222,12792,25584,18,115,,17824,33,124,43,Feminino,Porto Alegre
896,2025-04-28 10:31:15.163310051,image,Legenda sobre o post 896 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal896 #outrotema #marketingdigital #redessociais,74,60,1184,1184,70,80,,17826,38,216,27,Masculino,Outros
897,2025-04-28 10:39:48.675343275,image,Legenda sobre o post 897 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal897 #outrotema #marketingdigital #redessociais,2827,159,18375,36751,20,151,,17828,76,205,38,Masculino,São Paulo
898,2025-04-28 14:00:00.995069265,image,Legenda sobre o post 898 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal898 #outrotema #marketingdigital #redessociais,3574,116,14296,28592,97,64,,17830,28,178,19,Masculino,São Paulo
899,2025-04-28 20:47:18.968823910,image,Legenda sobre o post 899 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal899 #outrotema #marketingdigital #redessociais,1365,460,8190,8190,27,57,,17832,22,40,26,Masculino,Porto Alegre
900,2025-04-29 03:00:49.449884176,image,Legenda sobre o post 900 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal900 #outrotema #marketingdigital #redessociais,3769,287,52766,52766,71,12,,17834,29,134,37,Feminino,Porto Alegre
901,2025-04-29 04:09:19.989465952,video,Legenda sobre o post 901 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal901 #outrotema #marketingdigital #redessociais,3655,104,12792,25585,94,17,4313.0,17836,31,232,30,Feminino,Outros
902,2025-04-29 08:55:51.201867819,carousel,Legenda sobre o post 902 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal902 #outrotema #marketingdigital #redessociais,998,499,15968,15968,15,100,,17838,49,93,27,Masculino,São Paulo
903,2025-04-29 11:05:55.501098155,reels,Legenda sobre o post 903 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal903 #outrotema #marketingdigital #redessociais,2143,295,45003,45003,140,175,3786.0,17840,7,233,19,Feminino,Outros
904,2025-04-29 12:17:15.288669825,carousel,Legenda sobre o post 904 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal904 #outrotema #marketingdigital #redessociais,4265,349,68240,68240,130,3,,17842,15,36,25,Feminino,São Paulo
905,2025-04-29 13:16:50.755079746,carousel,Legenda sobre o post 905 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal905 #outrotema #marketingdigital #redessociais,3875,369,52312,104625,10,193,,17844,1,118,20,Feminino,Belo Horizonte
906,2025-04-29 13:21:18.653145552,carousel,Legenda sobre o post 906 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal906 #outrotema #marketingdigital #redessociais,1442,261,18746,18746,33,25,,17846,68,29,43,Feminino,São Paulo
907,2025-04-29 16:20:50.068850040,image,Legenda sobre o post 907 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal907 #outrotema #marketingdigital #redessociais,4162,334,79078,79078,32,31,,17848,29,254,24,Masculino,Porto Alegre
908,2025-04-29 19:54:02.772048712,video,Legenda sobre o post 908 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal908 #outrotema #marketingdigital #redessociais,3691,145,12918,25837,148,20,2880.0,17850,63,56,37,Feminino,Rio de Janeiro
909,2025-04-29 22:09:33.451928616,image,Legenda sobre o post 909 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal909 #outrotema #marketingdigital #redessociais,2865,388,38677,77355,116,62,,17852,43,160,41,Feminino,São Paulo
910,2025-04-29 23:37:49.668288946,reels,Legenda sobre o post 910 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal910 #outrotema #marketingdigital #redessociais,4459,218,35672,71344,89,35,1187.0,17854,74,27,26,Masculino,Outros
911,2025-04-30 08:13:16.822828054,image,Legenda sobre o post 911 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal911 #outrotema #marketingdigital #redessociais,1713,312,22269,22269,73,197,,17856,42,283,26,Feminino,Porto Alegre
912,2025-04-30 09:01:31.576090336,reels,Legenda sobre o post 912 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal912 #outrotema #marketingdigital #redessociais,334,494,2004,4008,73,36,8772.0,17858,14,39,35,Masculino,Belo Horizonte
913,2025-04-30 15:19:58.063417912,image,Legenda sobre o post 913 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal913 #outrotema #marketingdigital #redessociais,4685,412,89015,89015,16,99,,17860,21,126,36,Feminino,Outros
914,2025-04-30 19:57:08.826932669,image,Legenda sobre o post 914 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal914 #outrotema #marketingdigital #redessociais,832,102,4992,4992,38,34,,17862,12,175,24,Feminino,Belo Horizonte
915,2025-04-30 20:10:33.782827377,image,Legenda sobre o post 915 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal915 #outrotema #marketingdigital #redessociais,2812,364,22496,44992,48,199,,17864,32,113,33,Feminino,São Paulo
916,2025-04-30 20:43:07.845890522,image,Legenda sobre o post 916 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal916 #outrotema #marketingdigital #redessociais,490,192,2450,4900,36,109,,17866,61,44,33,Masculino,Outros
917,2025-05-01 01:41:15.239705563,image,Legenda sobre o post 917 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal917 #outrotema #marketingdigital #redessociais,3608,20,12628,25256,69,19,,17868,61,134,44,Feminino,Outros
918,2025-05-01 07:12:18.484891891,video,Legenda sobre o post 918 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal918 #outrotema #marketingdigital #redessociais,1035,76,5175,5175,63,64,1704.0,17870,74,111,34,Feminino,Rio de Janeiro
919,2025-05-01 10:45:52.247179031,reels,Legenda sobre o post 919 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal919 #outrotema #marketingdigital #redessociais,573,380,7449,7449,114,88,5575.0,17872,27,213,44,Feminino,Outros
920,2025-05-01 12:36:47.836632967,carousel,Legenda sobre o post 920 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal920 #outrotema #marketingdigital #redessociais,2273,378,30685,61371,2,101,,17874,33,200,20,Feminino,São Paulo
921,2025-05-01 12:38:57.483059406,video,Legenda sobre o post 921 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal921 #outrotema #marketingdigital #redessociais,1620,439,17820,35640,10,183,7133.0,17876,52,45,19,Feminino,São Paulo
922,2025-05-01 13:06:12.785871983,reels,Legenda sobre o post 922 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal922 #outrotema #marketingdigital #redessociais,3955,128,51415,51415,6,116,8565.0,17878,6,29,27,Masculino,Outros
923,2025-05-01 15:17:31.461584091,carousel,Legenda sobre o post 923 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal923 #outrotema #marketingdigital #redessociais,133,486,2394,2394,22,124,,17880,34,213,18,Feminino,Outros
924,2025-05-01 15:34:30.329397917,reels,Legenda sobre o post 924 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal924 #outrotema #marketingdigital #redessociais,2151,357,17208,34416,96,5,11725.0,17882,21,213,28,Masculino,Rio de Janeiro
925,2025-05-01 18:54:36.539093018,video,Legenda sobre o post 925 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal925 #outrotema #marketingdigital #redessociais,136,211,1224,1224,129,59,8543.0,17884,10,34,24,Masculino,São Paulo
926,2025-05-01 19:02:31.643632889,image,Legenda sobre o post 926 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal926 #outrotema #marketingdigital #redessociais,4358,361,61012,61012,96,189,,17886,30,290,33,Feminino,Rio de Janeiro
